tweet,is_retweet,retweeted,mentioned,hashtags,clean_tweet
"Ukraine crisis: Russian attack would be 'horrific', US warns https://t.co/teffSiE3uR",False,[],[],[],ukrain crisi russian attack would horrif us warn 
RT @GeorgePapa19: Over one million illegals have crossed the border the past year. But Biden thinks sending troops to defend Eastern Europe…,True,['@GeorgePapa19'],[],[], one million illeg cross border past year biden think send troop defend eastern europ 
"RT @amvetsupport: Yes, we need to stop Russia from taking over Ukraine. Not one single doubt. We e can destroy Russia financially and do no…",True,['@amvetsupport'],[],[], ye need stop russia take ukrain one singl doubt e destroy russia financi 
"RT @MarshaBlackburn: According to news reports, Russia is attempting to justify another invasion of Ukraine.",True,['@MarshaBlackburn'],[],[], accord news report russia attempt justifi anoth invas ukrain 
RT @JerryDunleavy: So a White House official is now publicly clashing with Ukraine’s president over Russia’s potential further invasion,True,['@JerryDunleavy'],[],[], white hous offici publicli clash ukrain presid russia potenti invasio
"Fmr empire STOLE some of wee country's coastline
They WANT to KEEP all  wee yins' assets 
Some of them living at th… https://t.co/GLNyG1tqHV",False,[],[],[],fmr empir stole wee countri coastlin want keep wee yin asset live th 
"RT @thebradfordfile: So they wanted call transcripts for the president asking Ukraine to help fight corruption, but they don’t want call tr…",True,['@thebradfordfile'],[],[], want call transcript presid ask ukrain help fight corrupt want call tr 
"@I_Katchanovski Zelensky had claimed that Ukraine's economy had lost $12.5 billion, because of panic and hysteria s… https://t.co/2TvWQqyJ2l",False,[],['@I_Katchanovski'],[], zelenski claim ukrain economi lost   billion panic hysteria 
RT @DalbidEU: Believe Johnson is marching into Ukraine to defend it if you wish. Or he might be without the spine to be in the HoC to defen…,True,['@DalbidEU'],[],[], believ johnson march ukrain defend wish might without spine hoc defen 
"RT @mchooyah: I’ve been to Ukraine. I’ve been to Iraq. I’ve been to Afghanistan. I spent 47 minutes in Abbottabad, Pakistan. I would listen…",True,['@mchooyah'],[],[], ukrain iraq afghanistan spent  minut abbottabad pakistan would listen 
RT @GabrielCSGavin: If I read another think piece about an impending Russian invasion of Ukraine that doesn’t mention the fact the Ukrainia…,True,['@GabrielCSGavin'],[],[], read anoth think piec impend russian invas ukrain mention fact ukrainia 
"RT @NataliaAntonova: To everyone who complained that my feed is full of Ukraine lately: 

I’m sorry you are inconvenienced by the potential…",True,['@NataliaAntonova'],[],[], everyon complain feed full ukrain late sorri inconvenienc potenti 
"BREAKING: Britain considering major #NATO deployment amid #Ukraine crisis
https://t.co/jwIfi6dlj5",False,[],[],"['#NATO', '#Ukraine']",break britain consid major nato deploy amid ukrain crisi 
"Ukraine &amp; Great Reset Explained, Federal Reserve Money Fleecing America w/ Harley Schlanger (2of2) https://t.co/ahUSn5CJHH via @BitChute",False,[],['@BitChute'],[],ukrain amp great reset explain feder reserv money fleec america w harley schlanger via 
RT @ryangrim: Biden is in the process of starving and freezing to death millions of people in Afghanistan and there’s war fever over Ukrain…,True,['@ryangrim'],[],[], biden process starv freez death million peopl afghanistan war fever ukrain 
"RT @GordonGChang: #China and #Russia, through simultaneous acts of aggression, are ending decades of stability. What comes next will be rec…",True,['@GordonGChang'],[],"['#China', '#Russia']", china russia simultan act aggress end decad stabil come next rec 
"RT @cononeilluk: Let's be honest the only person who thinks Johnson's trip to Ukraine is of any importance is ....Johnson 
#JohnsonTheCorru…",True,['@cononeilluk'],[],['#JohnsonTheCorru'], let honest person think johnson trip ukrain import johnson johnsonthecorru 
RT @RonnyJacksonTX: Something IS NOT right with the Biden Administration’s approach to Ukraine. It’s totally illogical. It makes ZERO sense…,True,['@RonnyJacksonTX'],[],[], someth right biden administr approach ukrain total illog make zero sens 
"RT @AFP: #BREAKING UK Prime Minister Boris Johnson says Britain poised to offer NATO a ""major"" deployment of troops, weapons, warships and…",True,['@AFP'],[],['#BREAKING'], break uk prime minist bori johnson say britain pois offer nato major deploy troop weapon warship 
"RT @Joyce_Karam: Significant: Long Convoy of #Russia Fueling &amp; Pipeline spotted in Krasnodar, SW, not too far from #Ukraine. 

Another warn…",True,['@Joyce_Karam'],[],"['#Russia', '#Ukraine']", signific long convoy russia fuel amp pipelin spot krasnodar sw far ukrain anoth warn 
"@deep_navy @RonnyJacksonTX Only one problem :
Europe isn't Afghanistan 
How would you think,if your allies would br… https://t.co/0q0GDUKGC6",False,[],"['@deep_navy', '@RonnyJacksonTX']",[], one problem europ afghanistan would think alli would br 
"@AfMook @_lll_llll_lll_ @disclosetv Interesting, France, Germany, Ukraine have a meeting to have a diplomatic discu… https://t.co/xM0UZFOVzl",False,[],"['@AfMook', '@disclosetv']",[], lll llll lll interest franc germani ukrain meet diplomat discu 
"RT @tripgabriel: Interesting analysis: perceiving the West was weak after Afghanistan, Putin thought he could seize Ukraine with minimal ri…",True,['@tripgabriel'],[],[], interest analysi perceiv west weak afghanistan putin thought could seiz ukrain minim ri 
"RT @MaximeBernier: BREAKING - Trudeau takes hardline approach against Russia, warns Putin not to invade Ukraine unless soldiers can show va…",True,['@MaximeBernier'],[],[], break trudeau take hardlin approach russia warn putin invad ukrain unless soldier show va 
Fox is shocked. Shocked they tell ya that the disinformation  is covering up that Russian invasion. And mixing it a… https://t.co/KIRtSXNU2F,False,[],[],[],fox shock shock tell ya disinform cover russian invas mix 
RT @ianbremmer: Ukraine vs Russia military by the numbers: https://t.co/fsZF4Tkdib,True,['@ianbremmer'],[],[], ukrain vs russia militari number 
"RT @cepa: “Russia, both in propaganda and on the world stage, has attempted to describe a local uprising driven by a desire for self-determ…",True,['@cepa'],[],[], russia propaganda world stage attempt describ local upris driven desir self determ 
@FBuckley17 @Michael08483429 @simoncoveney @NATO @dfatirl @PANAIreland @shannonwatch @afkeoghan @IrishAntiWarMvt Gr… https://t.co/XtBiRmxikU,False,[],"['@FBuckley17', '@Michael08483429', '@simoncoveney', '@NATO', '@dfatirl', '@PANAIreland', '@shannonwatch', '@afkeoghan', '@IrishAntiWarMvt']",[], gr 
#JohnsonOut5 Hope Boris Johnson going to Ukraine to talk and lie to Putin in Russia is not going to trigger WW3 Wouldn't put anything past,False,[],[],['#JohnsonOut5'], johnsonout hope bori johnson go ukrain talk lie putin russia go trigger ww put anyth past
RT @TheBabylonBee: Biden Administration Mounts Daring Mission To Evacuate Hunter’s Remaining Cash From Ukraine https://t.co/BwAxdjnizP,True,['@TheBabylonBee'],[],[], biden administr mount dare mission evacu hunter remain cash ukrain 
"RT @Mirandaprorsus: Some thoughts on how Australia might develop its statecraft in the wake of the Ukraine-Russia crisis. 

Australia can l…",True,['@Mirandaprorsus'],[],[], thought australia might develop statecraft wake ukrain russia crisi australia l 
"RT @TheLastRefuge2: CNN Pushing Fake U.S. Intel Reports of Russians Stockpiling Blood on Ukraine Border, Ukranian Government Furious With D…",True,['@TheLastRefuge2'],[],[], cnn push fake u intel report russian stockpil blood ukrain border ukranian govern furiou 
RT @queeralamode: Biden is so committed to supporting Ukraine that he’s doing exactly what the Ukrainian government is urging him not to do.,True,['@queeralamode'],[],[], biden commit support ukrain exactli ukrainian govern urg 
RT @ryangrim: Biden is in the process of starving and freezing to death millions of people in Afghanistan and there’s war fever over Ukrain…,True,['@ryangrim'],[],[], biden process starv freez death million peopl afghanistan war fever ukrain 
RT @EvilSmiff: Isn't Ukraine a long way to go to stop a report landing on your desk?,True,['@EvilSmiff'],[],[], ukrain long way go stop report land desk 
"And it's one, two, three, what are we fighting for?
Don't ask me, I don't give a damn, next stop is Ukraine and
And… https://t.co/WpzAOZyAnI",False,[],[],[],one two three fight ask give damn next stop ukrain 
"RT @TimothyDSnyder: ""Putin’s idea is that Ukraine is a fraternal nation because of how he personally feels about the past. This is known as…",True,['@TimothyDSnyder'],[],[], putin idea ukrain fratern nation person feel past known 
"RT @toddstarnes: Biden is panicking because more than 130,000 Russian troops have massed near Ukraine's border. Meanwhile, more than 1 mill…",True,['@toddstarnes'],[],[], biden panick   russian troop mass near ukrain border meanwhil  mill 
RT @nulasuchet: Johnson doesn’t need to visit Ukraine - just freeze Russian assets  in Uk banks !!,True,['@nulasuchet'],[],[], johnson need visit ukrain freez russian asset uk bank 
"RT @commondreams: ""Russia doesn't want war. Ukraine doesn't want war. The American people don't want war,"" said @codepink. ""The Biden admin…",True,['@commondreams'],['@codepink'],[], russia want war ukrain want war american peopl want war said biden admin 
RT @SpaghettiKozak: Then why did you invade Ukraine?,True,['@SpaghettiKozak'],[],[], invad ukrain 
"RT @cononeilluk: Let's be honest the only person who thinks Johnson's trip to Ukraine is of any importance is ....Johnson 
#JohnsonTheCorru…",True,['@cononeilluk'],[],['#JohnsonTheCorru'], let honest person think johnson trip ukrain import johnson johnsonthecorru 
RT @DanielaNadj: Boris Johnson's visit to Ukraine is nothing more than a vanity project. It's designed to make him look like a statesman an…,True,['@DanielaNadj'],[],[], bori johnson visit ukrain noth vaniti project design make look like statesman 
"RT @UNICEF_UA: Half a million #children in the conflict-affected eastern #Ukraine cannot rely on running water at home, as a result of the…",True,['@UNICEF_UA'],[],"['#children', '#Ukraine']", half million children conflict affect eastern ukrain cannot reli run water home result 
"RT @commondreams: ""Russia doesn't want war. Ukraine doesn't want war. The American people don't want war,"" said @codepink. ""The Biden admin…",True,['@commondreams'],['@codepink'],[], russia want war ukrain want war american peopl want war said biden admin 
"RT @freedomrideblog: The Russian invasion of Ukraine is as real as Saddam Hussein's WMD.
#NoWarwithRussia",True,['@freedomrideblog'],[],['#NoWarwithRussia'], russian invas ukrain real saddam hussein wmd nowarwithrussia
"RT @Wera_Hobhouse: BJ seems to have  discovered a passion to support Ukraine and EU borders since he is in trouble within.

Putin’s threat…",True,['@Wera_Hobhouse'],[],[], bj seem discov passion support ukrain eu border sinc troubl within putin threat 
RT @usosce: Crimea-related sanctions will remain in place until 🇷🇺 returns full control of the peninsula to 🇺🇦. We also join our partners i…,True,['@usosce'],[],[], crimea relat sanction remain place 🇷🇺 return full control peninsula 🇺🇦 also join partner 
"@DmytroKuleba @JY_LeDrian @ABaerbock Correct, and had Ukraine and the west in general been passive about PutinS mov… https://t.co/55WwZrUZ2w",False,[],"['@DmytroKuleba', '@JY_LeDrian', '@ABaerbock']",[], correct ukrain west gener passiv putin mov 
RT @ryanstruyk: US officials: Indications Russia has moved blood supplies to Ukraine border https://t.co/ULTZKBNwVe,True,['@ryanstruyk'],[],[], us offici indic russia move blood suppli ukrain border 
"Oil rose early on Wednesday to the highest level since 2014, with Brent approaching $90 a barrel, as resilient glob… https://t.co/GHyq6YJLSy",False,[],[],[],oil rose earli wednesday highest level sinc  brent approach  barrel resili glob 
"RT @campbellclaret: Could the UK media please grow up and stop hyping Johnson Ukraine trip as a serious diplomatic mission when Putin, Bide…",True,['@campbellclaret'],[],[], could uk media pleas grow stop hype johnson ukrain trip seriou diplomat mission putin bide 
